entity,year,gdp_pc,repression,iv_repression,gross_fixed_capital_formation_perecent_of_gdp,trade_percentageof_gdp,inflation_consumer_prices_annual_perecentage_growth,population_growth_annual_percentage,expenditure_on_education,ln_gdp_pc
Denmark,2017,55601.01457,3.28,0.97,21.23038287,104.2156769,1.14713217,0.643350904,12.73631477,10.925956727734057
Denmark,2018,56355.07331,3.28,0.97,21.76294543,108.8139855,0.813609467,0.495838926,12.64840698,10.93942754753595
Denmark,2019,57114.62273,3.28,0.97,21.35340899,111.8914751,0.758131573,0.358130916,12.74289989,10.952815452701078
Denmark,2020,55934.55559,3.28,0.97,22.18442448,104.4334327,0.420711974,0.291641177,11.69990349,10.931937636134602
Denmark,2021,59312.8158,3.28,0.97,23.20623783,112.3214727,1.85304544,0.433414489,11.82595921,10.990580679679521
Denmark,2022,59108.74494,3.28,0.97,23.08974209,131.9958249,7.696566999,0.787502465,11.80435848,10.987134160975845
Djibouti,2015,2376.125547,-0.25,0.458,30.33558946,268.3634563,-0.522166521,1.739612734,8.576439857,7.773226518733035
Djibouti,2016,2502.851814,-0.25,0.458,27.72287723,213.0719986,2.402529054,1.685198916,15.15958977,7.825186086323214
Djibouti,2017,2596.451347,-0.295,0.369,26.11206826,305.9679664,0.577285725,1.642861254,15.64371967,7.861900925192391
Djibouti,2018,2677.165033,-0.295,0.386,28.49375868,300.3989005,0.1388364,1.602593729,14.4741497,7.892513690107275
Dominican Republic,2000,4123.105732,2.217,0.847,25.04435713,79.3003931,7.724135662,1.620455604,13.39904022,8.324361976811751
Dominican Republic,2001,4158.984303,2.217,0.847,23.57825989,70.51056781,8.883068488,1.572955224,13.2144804,8.333026165511216
Dominican Republic,2002,4280.801824,2.217,0.847,24.75224704,68.7232829,5.223367698,1.501827799,11.61762047,8.361895613085586
Dominican Republic,2003,4162.666861,2.217,0.847,20.05372035,84.44950319,27.44971274,1.439895274,10.70979023,8.333911220211975
Dominican Republic,2007,5204.785007,2.217,0.847,27.03742999,61.22925915,6.143566552,1.218038875,12.54104996,8.557333675104733
Dominican Republic,2014,6430.278111,2.217,0.847,22.19851166,55.66010415,2.998642261,1.186740321,21.54460335,8.768773068395854
Dominican Republic,2016,7177.753765,2.217,0.847,22.16851061,51.73065712,1.614166072,1.111224252,19.55919075,8.878741766995441
Dominican Republic,2017,7379.399781,2.217,0.847,20.9638453,50.75953555,3.279556947,1.087874948,20.15645981,8.90644758379921
Dominican Republic,2018,7818.705932,2.217,0.873,24.82057524,52.33517096,3.56443426,1.074284737,19.48493004,8.964274338004294
Dominican Republic,2019,8117.046392,1.817,0.84,24.98431382,50.9129822,1.81060377,1.033313346,20.00876808,9.001721622156941
Dominican Republic,2020,7395.873426,2.207,0.865,24.8098539,44.73316135,3.781031799,1.043340765,20.63404274,8.90867747851525
Dominican Republic,2021,8344.905103,2.109,0.87,28.94956121,51.95002273,8.24300348,1.040829618,19.59417725,9.029406464311684
Dominican Republic,2022,8698.135921,2.109,0.87,29.96700548,54.37819767,8.811092093,0.959629735,22.36263466,9.07086401973128
Dominican Republic,2023,8809.963354,2.109,0.87,28.98354844,49.84361318,4.78561281,0.891159204,22.02540588,9.0836385593302
Ecuador,1998,4252.043486,1.513,0.843,14.8854083,43.39510795,36.09843316,1.812537732,10.84613991,8.355154966596746
Ecuador,1999,3979.192936,1.513,0.843,12.78913394,49.2012508,52.24200519,1.776692529,6.665820122,8.288834297816361
Ecuador,2000,3953.398797,1.513,0.843,15.0108795,65.40429538,96.09637569,1.736220015,4.957300186,8.282330942852745
Ecuador,2009,4909.336817,1.741,0.918,18.1411515,57.34734606,5.159968292,1.705770208,13.17257023,8.498894143845312
Ecuador,2010,5022.203744,1.643,0.901,19.71277185,65.77738491,3.554377346,1.677088053,12.9965601,8.5216241091853
Ecuador,2011,5359.457246,1.643,0.901,20.94101778,70.03568375,4.474532658,1.641536977,11.97611046,8.586617988863074
Ecuador,2012,5579.856243,1.643,0.901,22.13959238,67.00292909,5.10172181,1.592134406,10.7635498,8.626918292140262
Ecuador,2013,5893.321727,1.424,0.875,23.92534647,63.43330033,2.721775777,1.497408961,10.53971958,8.681575078121133
Ecuador,2014,6055.041728,1.424,0.875,23.48388927,61.42637662,3.589220166,1.432058866,11.32730007,8.708646547458079
Ecuador,2015,5976.159681,1.684,0.894,22.54150461,47.82803971,3.966646233,1.430930598,11.57279015,8.695533446837196
Ecuador,2019,5971.389384,2.254,0.957,20.6549278,48.08284949,0.266012515,1.689354796,10.67455006,8.694734906947962
Ecuador,2020,5355.689342,2.36,0.96,17.99544243,43.98931094,-0.338872393,1.181252582,10.58911037,8.585914703261825
Ecuador,2021,5815.094774,2.549,0.953,19.2305888,53.26127561,0.133251386,0.774314024,9.756010056,8.668212363014275
Ecuador,2022,6107.49495,2.204,0.94,20.57954939,61.88079282,3.466169722,0.796723652,9.293259621,8.717271976279322
Ecuador,2023,6174.818228,1.167,0.832,19.85181035,56.99775356,2.215687642,0.872456027,9.694939613,8.728234724301775
"Egypt, Arab Rep.",2002,2498.481212,-0.861,0.173,17.81472684,40.98706783,2.73723855,2.103723597,15.73421383,7.82343831104416
"Egypt, Arab Rep.",2003,2524.804772,-0.861,0.173,16.31137725,46.17964072,4.507776363,2.09545323,15.51804447,7.833919020700466
"Egypt, Arab Rep.",2004,2574.423418,-0.861,0.173,16.40222543,57.81990521,11.27061933,2.064377349,15.03286171,7.853380872685248
"Egypt, Arab Rep.",2005,2635.703052,-0.861,0.173,17.92014856,62.95264624,4.869396969,2.022209527,15.4734354,7.876905238290456
"Egypt, Arab Rep.",2006,2761.624108,-0.861,0.173,18.73077546,61.51853651,7.644526445,1.952913423,11.67236996,7.923574230572905
"Egypt, Arab Rep.",2007,2902.065598,-0.861,0.173,20.85123523,65.07787325,9.318969058,1.887532171,11.60687065,7.973178037599409
"Egypt, Arab Rep.",2008,3052.212978,-0.861,0.173,22.27805695,71.68062535,18.31683168,1.867404133,11.01320553,8.023622173062675
"Egypt, Arab Rep.",2009,3135.096613,-0.861,0.173,18.9119171,56.55344464,11.76349544,1.888365224,11.17261791,8.05041527013603
"Egypt, Arab Rep.",2010,3233.845212,-0.796,0.18,19.21100613,47.93635007,11.26518827,1.917951241,11.33020687,8.081427176282876
"Egypt, Arab Rep.",2011,3222.376501,-0.654,0.235,16.70921158,45.25563416,10.06492599,2.104460762,10.9515276,8.077874410106888
"Egypt, Arab Rep.",2012,3220.991942,-0.667,0.261,14.69516928,40.71176927,7.111729433,2.244757955,10.92304325,8.077444647620526
"Egypt, Arab Rep.",2013,3216.37839,-1.866,0.099,12.98645453,40.37303806,9.469719811,2.305263643,12.0,8.076011281959719
"Egypt, Arab Rep.",2014,3235.662462,-1.587,0.103,12.44600939,36.92018779,10.07021547,2.276439566,12.0,8.081988965568666
"Egypt, Arab Rep.",2015,3306.981594,-1.587,0.07,13.65440484,34.84594296,10.37049034,2.098925548,12.0,8.103791147196723
El Salvador,2002,3016.063077,1.471,0.759,17.54815624,65.91909078,1.865525036,0.310690003,14.69070435,8.011707643033818
El Salvador,2003,3057.164676,1.471,0.759,17.69384079,68.23698248,2.120390917,0.199712546,14.5278883,8.025243188938507
El Salvador,2005,3163.361184,1.839,0.789,16.29282896,69.71581168,4.690948709,0.015103767,14.08380985,8.05939040711207
El Salvador,2007,3359.162302,1.839,0.789,18.52296207,77.62105603,4.578085724,0.124956904,13.75427341,8.119446906992176
El Salvador,2008,3420.449274,1.839,0.789,18.66742944,80.66597394,6.707922935,0.32349566,13.09002113,8.137527188095472
El Salvador,2009,3337.811509,1.839,0.789,15.14860564,66.07119117,1.055950297,0.314334857,16.90505791,8.11307063438293
El Salvador,2010,3398.493461,1.839,0.789,14.75309954,73.53728767,1.179335769,0.329632682,15.47114754,8.131087512700686
El Salvador,2011,3514.069144,1.839,0.789,16.28754601,79.2766437,5.128923767,0.359883978,12.53421021,8.164529945275143
El Salvador,2012,3601.442229,1.777,0.782,16.59620829,77.64857162,1.729734816,0.390819912,16.00487137,8.189089663384436
El Salvador,2013,3665.154733,1.777,0.782,17.53425044,80.45119449,0.757669185,0.405850185,14.03022003,8.206625832529141
El Salvador,2014,3713.94992,1.777,0.777,15.44477232,78.10442575,1.141344675,0.392073398,15.58036518,8.219851257707576
El Salvador,2015,3790.340891,1.777,0.777,15.69217655,76.56027074,-0.731384487,0.335654632,17.21397018,8.240211238886557
El Salvador,2016,3875.846914,1.775,0.776,15.490279,72.81909337,0.604049087,0.276539935,16.16272926,8.26251947635864
El Salvador,2017,3954.840143,1.571,0.707,16.02878236,74.30465119,1.012354033,0.205133928,8.597620964,8.282695460421548
El Salvador,2018,4046.162917,1.33,0.682,17.16942375,75.63361689,1.090330006,0.100922206,14.78466511,8.305524283105859
El Salvador,2019,4143.114371,1.467,0.699,17.75970067,76.0420131,0.075324135,0.040362881,14.33106995,8.329203047537545
El Salvador,2020,3808.531954,1.202,0.627,17.45550674,66.45950695,-0.371590212,0.198362575,11.86849117,8.244999079957505
El Salvador,2021,4247.547504,0.346,0.506,21.04503852,81.84507598,3.466925853,0.33800242,11.96135902,8.35409703747413
Estonia,1995,7170.946077,2.99,0.948,26.5046103,139.0874737,28.77661372,-1.785399536,18.47893333,8.877792874261498
Estonia,1996,7637.257083,2.99,0.975,27.03013883,132.9774428,23.05034335,-1.475364638,17.95158768,8.94079379714752
Estonia,1997,8732.990857,2.99,0.975,28.59618255,151.0513444,10.58187893,-1.14091924,17.81918144,9.074863185464828
Estonia,1998,9199.935341,2.99,0.975,31.33680271,156.8382358,8.208333333,-0.960559005,17.40725899,9.12695173486026
Estonia,1999,9133.895934,2.99,0.975,25.90499311,144.1164536,3.296110897,0.294482276,17.81688881,9.119747600424073
Estonia,2000,10006.76963,2.99,0.975,26.68719604,126.4956264,4.018489525,0.483707162,17.62004471,9.21101710594009
Estonia,2001,10662.9455,2.99,0.975,27.4503342,126.5466401,5.748279817,-0.636963124,18.16244507,9.274529972873166
Estonia,2002,11474.66227,2.99,0.975,30.55281784,123.2823454,3.571912702,-0.633433796,18.20030594,9.347896602687342
Estonia,2003,12424.04415,2.99,0.975,32.75095456,122.7447728,1.334991165,-0.627622448,17.9200573,9.427388918428132
Estonia,2004,13348.52845,2.99,0.975,31.71449726,129.9495001,3.048111075,-0.59782051,18.0984726,9.499161429288373
Estonia,2005,14703.61797,2.99,0.975,32.85643697,135.9127921,4.079714232,-0.572255525,17.51799965,9.595848862892332
Estonia,2006,16234.5152,2.99,0.975,36.7942379,136.6207377,4.437620424,-0.58965556,17.53685188,9.694894822680553
Estonia,2007,17543.46618,2.99,0.975,36.39057239,133.9808292,6.601326031,-0.456188535,17.01323509,9.772436862138218
Estonia,2008,16688.99777,2.99,0.975,31.12901065,136.6819882,10.36235803,-0.26813372,16.42277908,9.722504965122447
Estonia,2009,14274.85111,2.99,0.975,22.67714471,116.7590799,-0.078408311,-0.192768077,15.28184414,9.566254604347225
Estonia,2010,14657.93981,2.99,0.975,21.23326337,143.6717623,2.97204512,-0.228057969,16.17285538,9.592737434187285
Estonia,2011,15820.92234,2.99,0.975,26.35564263,166.7460724,4.981901315,-0.303582824,16.25656891,9.66908854177132
Estonia,2012,16460.68435,2.99,0.975,28.44042363,169.1560678,3.933399873,-0.357944411,15.61931038,9.70873004991599
Estonia,2013,16809.53267,2.99,0.975,27.53276835,164.6016322,2.78056659,-0.355891803,15.38186264,9.729701425302354
Estonia,2014,17413.68676,2.99,0.975,25.34276952,157.9539448,-0.106175147,-0.262256175,14.6169796,9.765011771400891
Estonia,2015,17722.15577,2.99,0.975,24.0517427,148.5071571,-0.492326007,0.06555253,14.97884846,9.782570874208615
Estonia,2016,18264.98733,2.99,0.975,23.94490431,147.7462327,0.148684908,0.029112226,14.36475658,9.812741245552711
Estonia,2017,19270.81412,2.99,0.975,25.40394707,144.6356509,3.417235495,0.121070631,14.49369907,9.866347008569958
Estonia,2018,19914.34549,2.99,0.975,26.57605175,143.4852249,3.436326884,0.348039138,15.80064011,9.89919562989867
Estonia,2019,20579.87567,2.99,0.975,26.61533869,140.352148,2.277259312,0.371554389,15.52501392,9.932068968067556
Estonia,2020,19946.9457,2.99,0.975,31.17536488,137.3926413,-0.444531098,0.197559185,14.28443909,9.900831312852993
Estonia,2021,21570.66585,2.99,0.975,29.98232332,160.4719223,4.653166738,0.105996956,14.25197411,9.979089608169621
Eswatini,2013,3332.119839,1.453,0.513,16.40490874,85.20345513,5.621306235,0.543692521,17.23399734,8.111363968726403
Eswatini,2014,3381.792921,1.453,0.513,16.199936,91.62001869,5.681348858,0.556770676,24.79544067,8.126161297838197
Eswatini,2015,3419.822766,1.453,0.513,15.10217018,88.2620944,4.951244937,0.571627699,16.41538811,8.137344005906785
Eswatini,2016,3500.176888,1.453,0.513,17.77063421,89.35848744,7.847274591,0.584038793,16.55491066,8.160568785629003
Eswatini,2017,3596.236054,1.333,0.497,16.19597589,86.88014203,6.221375289,0.752960395,18.66627502,8.18764303692984
Eswatini,2018,3565.542851,1.063,0.483,17.12730063,85.49277682,4.815061675,0.922518622,17.22101212,8.179071593626402
Eswatini,2019,3759.67107,0.758,0.41,17.66112469,86.64079485,2.598016203,0.931970814,18.50689697,8.232086751174242
Ethiopia,2011,455.9096286,-0.366,0.34,32.10766647,48.23293541,33.24995988,2.843544575,29.67443085,6.122294606978825
Ethiopia,2012,481.6399999,-0.366,0.34,37.09796197,45.39790418,23.60041768,2.803903934,30.53953934,6.1771969468163945
Ethiopia,2013,518.3246622,-0.416,0.312,34.08111832,41.47178708,7.464021929,2.718472318,27.02109909,6.250601806930698
Ethiopia,2014,556.3625322,-0.625,0.286,37.9937253,40.74108415,6.890019516,2.682997818,25.91838074,6.321420118098189
Ethiopia,2015,597.9121132,-0.798,0.267,40.67127298,39.65612414,9.56889956,2.684801861,23.66403961,6.3934437752568165
Ethiopia,2016,636.835681,-0.798,0.232,37.34876297,34.89902108,6.628133372,2.707882508,23.01336288,6.45651166468156
Ethiopia,2017,678.9854192,-0.792,0.204,38.44398716,31.10364949,10.68711503,2.725240971,23.32417107,6.520599653395875
Ethiopia,2018,705.9688121,0.29,0.521,34.16295511,31.19936898,13.83303566,2.696751795,22.99175644,6.5595710610217255
Ethiopia,2019,744.7027898,0.166,0.511,35.26397563,28.81529393,15.80963217,2.691239783,20.92220306,6.612985198916109
Ethiopia,2020,768.7054245,0.166,0.483,30.57896866,24.00611434,20.35634686,2.710772848,22.44771957,6.644707833049324
Ethiopia,2021,790.6570196,-0.102,0.446,28.02529541,24.34505746,26.83952216,2.672495388,23.56204224,6.672864270194633
Ethiopia,2022,811.1777293,-0.324,0.371,25.34222683,26.5954997,33.88987971,2.622695009,23.00640297,6.6984871784413125
Finland,1995,29890.52433,3.118,0.987,19.29733683,64.13553538,0.791239407,0.381655333,11.34987736,10.305296797111412
Finland,1996,30883.83472,3.118,0.987,20.52423586,65.79032527,0.629194238,0.328037914,11.49266243,10.337988177775998
Finland,1997,32762.11791,3.118,0.987,21.36975913,68.24780615,1.192558834,0.29737733,11.47163486,10.39702818514473
Finland,1998,34457.45559,3.118,0.987,22.21770142,66.99105712,1.399473786,0.265472962,11.72791481,10.447480670733693
Finland,1999,35886.49491,3.118,0.987,22.44893134,66.25449215,1.162231557,0.232116249,11.69992256,10.48811631734956
Finland,2000,37872.60203,3.118,0.987,23.0668837,74.92557887,3.042100807,0.207606515,12.21870327,10.54198322806806
Finland,2001,38784.13081,3.118,0.987,22.87761128,70.28413766,2.578440801,0.227687342,12.4842577,10.56576644220589
Finland,2002,39343.0699,3.118,0.987,21.6087308,69.32093775,1.571220128,0.24238105,12.6149435,10.580075123977272
Finland,2003,40038.98397,3.118,0.987,21.78836495,68.07150296,0.877440386,0.23845724,12.75793839,10.59760885773257
Finland,2004,41521.96287,3.118,0.987,22.26015963,70.9678029,0.187120559,0.290350362,12.66499901,10.633977792011347
Finland,2005,42529.35069,3.118,0.987,22.920943,76.58897404,0.62387445,0.342248594,12.46187019,10.657949721025563
Finland,2006,44069.39588,3.118,0.987,22.76858285,82.00056693,1.566663807,0.383777136,12.44333553,10.693520849550561
Finland,2007,46213.6899,3.118,0.987,24.19717843,82.86316082,2.510665652,0.425429832,12.41471386,10.741031351358087
Finland,2008,46359.87328,3.118,0.987,24.49537459,86.18965988,4.065953554,0.465549285,12.19075775,10.744189564059099
Finland,2009,42412.51335,3.118,0.987,22.9565026,70.12793353,-9.17e-07,0.478246393,11.99967384,10.65519872385813
Finland,2010,43556.53858,3.118,0.987,22.82098572,75.46120852,1.184135232,0.457494535,12.13768482,10.68181511062047
Finland,2011,44391.45357,3.118,0.987,22.90860337,78.71594445,3.416807543,0.463558707,11.97931862,10.700802242730122
Finland,2012,43507.93454,3.118,0.987,23.31493477,79.43037659,2.808336226,0.475809487,11.55808258,10.680698603661721
Finland,2013,42883.6385,3.118,0.987,22.33153314,77.48517177,1.478286157,0.460723773,11.20705986,10.666245645223222
Finland,2014,42502.48802,3.118,0.987,21.71674237,74.62777198,1.041196212,0.413560208,11.07443428,10.657317894846072
Finland,2015,42560.34568,3.118,0.987,21.41993986,71.96182538,-0.20792884,0.329383886,10.97220707,10.658678246162992
Finland,2016,43529.67616,3.118,0.987,23.05242517,71.72221012,0.356684501,0.287421402,10.87608814,10.681198195051635
Finland,2017,44862.2204,3.118,0.987,23.68917608,75.93878223,0.754015047,0.234670532,10.54007053,10.711351303059734
Finland,2018,45337.24096,3.118,0.987,24.59326017,79.14361484,1.083820984,0.132641041,10.39947319,10.721884069982334
Finland,2019,45898.57084,3.118,0.987,24.42079843,80.56415029,1.02409393,0.11019169,10.5227766,10.734189259180447
Finland,2020,44690.98011,3.118,0.987,24.65617822,72.1845956,0.290554556,0.143641197,10.2389679,10.707526972991552
Finland,2021,45792.04542,3.118,0.987,24.42073612,79.78927819,2.194574323,0.207288594,10.23112202,10.731865674231996
France,1995,29379.61584,2.708,0.963,19.7468962,45.43166169,1.796481421,0.364159563,10.50099659,10.288056374080776
France,1996,29683.77861,2.708,0.963,19.46131663,46.11248016,1.982883651,0.357448008,10.445261,10.298356000835557
France,1997,30325.52287,2.708,0.963,18.96221915,49.80345347,1.20394294,0.356761848,10.43424702,10.319744975873004
France,1998,31256.50738,2.708,0.963,19.34455882,51.4214328,0.651126868,0.370540231,10.60198402,10.349982869646407
France,1999,32152.72075,2.708,0.963,20.17470548,51.67066146,0.537141639,0.515860144,10.77921581,10.378252352834735
France,2000,33255.13796,2.708,0.963,20.8814379,57.78604703,1.675959887,0.68633572,10.83897209,10.411964559259006
France,2001,33640.6738,2.708,0.963,20.86028824,56.89323286,1.634780795,0.728993949,10.87718105,10.423491143612807
France,2002,33753.5783,2.708,0.963,20.33633135,55.13252485,1.923412287,0.727033003,10.95771408,10.426841714384263
France,2003,33840.61757,2.708,0.963,20.49895063,52.59888229,2.098472191,0.705638837,10.82018566,10.429417063258127
France,2004,34557.14711,2.708,0.963,20.83727938,53.74976483,2.142089646,0.732625503,10.48044205,10.450369670610181
France,2005,34946.03725,2.708,0.963,21.25526454,55.82283612,1.745869364,0.751885117,10.35512638,10.461560357828708
France,2006,35645.41624,2.708,0.963,21.89778685,57.86927753,1.675124496,0.696338575,10.35643482,10.481375840857655
France,2007,36322.16851,2.708,0.963,22.5857089,58.15256113,1.48799806,0.618225683,10.09424782,10.500183536604723
France,2008,36257.36589,2.708,0.963,22.93301351,59.17979284,2.812861949,0.558020613,10.11413097,10.498397836606632
France,2009,35052.85108,2.708,0.963,21.44952357,52.1991123,0.087620478,0.513351013,9.922377586,10.46461223237852
France,2010,35578.1968,2.708,0.963,21.48216768,56.58755525,1.531122704,0.492976371,9.921668053,10.479488279778153
France,2011,36269.95615,2.708,0.963,21.69929278,60.60563548,2.111597952,0.482667411,9.737814903,10.498745023288073
France,2012,36161.29183,2.708,0.963,21.65592493,61.65895708,1.954195316,0.483714919,9.612243652,10.495744539255144
France,2013,36256.08668,2.708,0.963,21.26956379,61.81923387,0.863715498,0.516915013,9.598536491,10.498362554601574
France,2014,36444.39491,2.708,0.963,20.95838616,62.19926694,0.507758823,0.474847846,9.594199181,10.503542950852308
France,2015,36702.43237,2.708,0.963,20.55986968,63.5046872,0.037514381,0.35556924,9.590435028,10.510598308958148
France,2016,36920.53428,2.708,0.963,20.92126011,63.34275644,0.183334861,0.263868789,9.541593552,10.516523159801354
France,2017,37580.59793,2.708,0.963,21.42043361,65.39584816,1.032282751,0.290202116,9.546895027,10.534243183697718
France,2018,38062.4436,2.708,0.963,21.87539007,66.80226078,1.850815083,0.358494582,9.565526009,10.546983342677756
France,2019,38705.20729,2.708,0.963,22.41609554,66.42897717,1.108254923,0.332559129,9.481998444,10.56372942526328
France,2020,35709.20459,2.708,0.937,22.43623085,58.83889072,0.476498853,0.324557781,8.822711945,10.483163766187523
France,2021,38030.85717,2.708,0.937,23.48322873,63.78848263,1.64233141,0.356902332,8.875411034,10.546153139979369
Gabon,1992,8138.868219,2.048,0.845,22.06369148,79.86884209,-9.542913303,2.690190233,10.20018005,9.004406409894818
Gabon,1998,8949.121101,2.048,0.845,38.41209907,95.97478261,1.448738543,2.532085511,7.058110237,9.09931060544128
Gabon,1999,7944.645179,2.048,0.845,26.16858187,97.73145246,-1.936603976,2.548664239,11.34815979,8.98025341831338
Gabon,2000,7596.099707,2.048,0.845,21.90205643,101.7019289,0.504920026,2.585402093,17.70648956,8.935390198096686
Gabon,2010,6481.496121,2.188,0.908,31.40718532,89.15766272,1.461544027,3.449942679,13.33041954,8.776706645567343
Gabon,2011,6699.233946,2.188,0.908,28.680217,90.49837733,1.263317078,3.547397199,13.53407955,8.80974846242424
Gabon,2012,6803.226681,1.999,0.883,27.73728223,92.34280894,2.652418287,3.577469045,12.58226967,8.825152290530786
Gabon,2013,6938.257539,2.57,0.94,29.94537965,90.63503615,0.505441059,3.520092964,8.737569809,8.84480594690418
Gabon,2014,6998.605454,2.57,0.94,35.69513641,73.52032902,4.690457518,3.358440017,11.22548962,8.853466187333197
Gabon,2015,7047.126546,2.57,0.94,29.23095629,73.94978146,-0.338795189,3.114656253,11.61052132,8.860375230594483
Gabon,2016,6991.325145,2.57,0.94,26.98226104,70.13338106,2.106707128,2.86485541,10.30154228,8.852425394513578
Gabon,2017,6840.059593,2.403,0.91,21.29646742,75.06874045,2.651925831,2.658895725,15.27667141,8.830551723005543
Gabon,2018,6724.596143,2.403,0.91,19.25823243,77.0365977,4.749066521,2.536882898,14.61462688,8.81352714958128
Gabon,2019,6817.568795,2.403,0.92,21.89879657,73.42808945,2.464567562,2.47279132,14.0744772,8.827258205611258
Gabon,2020,6534.279665,2.403,0.92,19.86346911,70.11405465,1.352761107,2.389223598,15.76416492,8.784817392744904
Gabon,2021,6479.049007,2.403,0.92,17.45655062,85.34831221,1.086907465,2.306124358,15.35516357,8.776329020397272
Gabon,2022,6527.482079,2.403,0.949,16.02694049,92.06308885,4.231247983,2.247639013,13.80337906,8.783776555108005
Gabon,2023,6541.253686,1.329,0.787,18.07606611,91.47865332,3.629015342,2.198912897,13.56582355,8.785884121187118
Georgia,1995,1029.480546,-0.298,0.329,4.032902674,67.82867881,162.7171522,-3.757716068,10.46542168,6.936809629737578
Georgia,1996,1187.123206,0.562,0.44,18.56546207,45.69654905,39.3575,-3.62954608,10.87138081,7.079288185347907
Georgia,1997,1354.783522,0.562,0.44,18.45856989,57.75306593,7.087617629,-3.207518172,11.42596912,7.211396958188812
Georgia,1998,1431.793361,0.562,0.44,25.55341391,53.56666932,3.566807813,-2.474222976,12.68475628,7.26668303613055
Georgia,1999,1503.462988,0.562,0.44,26.20758199,57.15187433,19.19267582,-2.057376879,13.17110157,7.315526384899103
Georgia,2000,1561.198676,0.562,0.44,25.44738297,62.66139564,4.063962014,-1.944629157,13.4539814,7.35320918724051
Georgia,2001,1661.830191,0.562,0.44,27.23491459,63.32992508,4.646044421,-1.551238397,12.50109482,7.415674798715388
Georgia,2002,1768.597012,0.562,0.44,24.48476931,71.62912554,5.5878373,-0.897253673,13.91570473,7.477941862668309
Georgia,2003,1977.461433,0.562,0.44,27.3525531,77.63337654,0.837734532,-0.675365806,11.5538969,7.589569196543913
Georgia,2004,2105.004728,1.431,0.626,28.16180288,79.04074591,5.656326362,-0.61926241,13.08142185,7.65207299219472
Georgia,2005,2321.600843,1.431,0.626,28.786927,84.52959754,8.247090431,-0.635292218,10.90174484,7.750012245241504
Georgia,2006,2554.812535,1.431,0.609,26.21338806,89.12537437,9.160965084,-0.568484712,11.96104527,7.845734128126001
Georgia,2007,2891.137023,1.295,0.585,26.37903235,88.39341407,9.244897456,-0.521646734,9.313008308,7.969405137295801
Georgia,2008,2970.158583,1.339,0.568,22.03838552,86.29822437,9.999487616,-0.303790529,8.878415108,7.996370625320781
Georgia,2009,2887.256079,1.282,0.552,15.71333259,78.19303903,1.727514611,-0.888185043,8.733519554,7.968061876456657
Georgia,2010,3090.065137,1.433,0.571,18.63997652,81.67338706,7.110178975,-0.729475257,8.995471001,8.035947449604887
Georgia,2011,3362.103003,1.242,0.547,19.83091038,85.46593509,8.542933333,-0.80216404,9.265166283,8.120321950917448
Georgia,2012,3609.780799,1.586,0.617,21.58413091,89.73488009,-0.943658853,-0.736565519,9.820213318,8.191402328984747
Georgia,2013,3806.506006,1.717,0.757,18.43789107,93.81391379,-0.512058411,-0.300972141,12.01122379,8.244466988572423
Georgia,2014,3960.350801,0.918,0.674,21.44252159,94.95069794,3.068812104,0.0469539,12.50749397,8.284087886436119
Georgia,2015,4086.622347,1.555,0.856,23.92013517,97.01631151,4.003578207,0.157481405,14.10989475,8.315474075820383
Georgia,2016,4225.091549,1.99,0.888,26.00244084,94.92625284,2.134927139,0.059816599,15.01032257,8.348796207958884
Georgia,2017,4442.507441,1.99,0.867,25.1354717,102.5842777,6.035317253,0.013386075,15.11464214,8.398974234985198
Georgia,2018,4713.653548,2.757,0.92,24.79275334,109.8477406,2.615244714,-0.039036546,14.27200699,8.45821858652286
Georgia,2019,4975.811482,2.441,0.904,23.96279572,117.8100802,4.852898217,-0.17156574,14.14191246,8.512343748251183
Georgia,2020,4659.609253,2.556,0.933,22.23280946,92.89108418,5.20246489,0.068656249,12.06711292,8.446686872316421
Georgia,2021,5175.198652,2.156,0.896,20.75809235,101.6009075,9.566914338,-0.379636607,12.46901035,8.551633004256717
Georgia,2022,5736.304496,1.999,0.898,19.75015729,114.6954377,11.89816542,0.104889951,12.17459774,8.654570465947202
Germany,1991,31056.59388,3.283,0.986,24.83950214,47.6354132,4.047032598,0.728605547,8.461963654,10.34356642810076
Germany,1992,31441.97435,3.283,0.986,25.00850932,44.684044,5.056977967,0.760346947,9.049964905,10.355899041963326
Germany,1993,30932.01931,3.283,0.986,23.96172625,39.74939397,4.474576508,0.657391218,9.237968445,10.339547150001328
Germany,1994,31625.39397,3.283,0.986,24.02471137,41.09574433,2.693056399,0.346856649,9.16286087,10.361715683501634
Germany,1995,32007.1454,3.283,0.986,23.46465396,42.60614865,1.706160413,0.293904444,7.505643368,10.373714450605524
Germany,1996,32245.86084,3.283,0.986,22.93291368,43.9035861,1.44972702,0.289474899,8.579226494,10.38114496794035
Germany,1997,32795.78335,3.283,0.986,22.57261664,48.38032107,1.939371989,0.146313282,8.706572533,10.398055229705713
Germany,1998,33477.98565,3.283,0.986,22.70087178,50.15546578,0.911183535,0.015143651,8.634325981,10.41864335702277
Germany,1999,34168.83082,3.283,0.986,22.83347134,51.51922744,0.585433064,0.064634578,8.58439827,10.4390691279597
Germany,2000,35104.13085,3.283,0.986,22.88294845,59.1955993,1.440268387,0.1354316,8.528443336,10.466074090563453
Germany,2001,35618.51437,3.283,0.986,21.54336311,59.55928637,1.983857313,0.168225361,8.755450249,10.480620848225405
